Id,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q31,Q32,Q33,ppage,educ,race,gender,income_cat,voter_category
3349,1,2,3,2,3,1,2,1,2,3,3,1,3,3,1,1,2,1,1,2,1,2,1,1,3,1,4,4,4,2,4,3,4,3,2,3,1,4,3,2,2,2,2,2,2,1,2,2,2,1,1,2,4,4,4,4,2,1,2,2,2,2,2,2,2,2,-1,1,1,1,1,-1,1,1,1,1,1,1,,2,1,3,1,1,1,1,1,2,1,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,,,,,,,,,,,5,,,2.0,36,College,White,Female,$125k or more,sporadic
3350,1,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,1,2,1,1,3,3,1,1,3,1,3,2,2,1,2,2,3,1,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,,2,3,2,2,2,1,2,1,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,2.0,40,College,White,Female,$125k or more,sporadic
3351,1,4,4,4,3,4,3,2,2,4,4,3,3,2,1,1,3,4,4,4,4,4,3,2,3,1,2,3,3,2,4,2,4,1,2,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,2,7.0,3,1,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,3,,,2.0,23,Some college,White,Male,Less than $40k,rarely/never
3352,1,1,3,2,1,1,1,2,2,1,1,1,1,3,1,2,1,1,2,2,2,4,2,1,4,1,4,2,2,2,3,3,2,2,2,4,2,2,3,2,2,2,2,2,2,2,1,2,2,5,1,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,1,1,1,-1,-1,1,1,,2,2,2,1,1,1,1,1,1,1,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,66,Some college,Black,Female,$125k or more,sporadic
3353,1,1,2,1,2,1,3,2,1,2,1,1,1,3,1,2,2,2,1,1,2,1,1,1,3,1,4,2,3,3,3,2,2,3,2,1,3,4,4,1,1,1,2,1,2,1,2,2,2,5,1,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,60,Some college,Black,Male,Less than $40k,sporadic
3354,1,1,2,2,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,1,1,2,4,1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,1,3,1,1,1,1,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,25,Some college,Black,Female,Less than $40k,always
3355,1,1,1,1,1,1,2,1,1,3,1,1,2,4,3,3,2,1,1,1,3,1,1,1,2,1,4,2,2,1,2,1,2,2,1,1,3,4,4,2,2,2,2,1,2,1,2,2,2,3,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,49,High school or less,White,Male,$75-125k,sporadic
3356,1,1,2,2,2,1,2,1,1,3,3,2,4,2,1,1,2,2,2,3,4,1,3,2,3,1,2,4,2,3,4,3,4,2,4,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,3,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,52,Some college,White,Male,$40-75k,always
3357,1,1,3,1,3,1,1,1,2,2,1,2,1,4,3,3,2,1,2,2,1,3,2,1,1,1,4,2,2,1,1,1,1,2,1,2,3,4,2,2,2,1,2,2,2,2,2,1,2,5,1,3,1,2,2,3,2,2,2,2,2,2,2,-1,2,2,1,1,1,1,1,1,-1,-1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,75,College,Black,Female,$40-75k,always
3358,1,2,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,3,3,3,4,3,3,2,4,1,3,3,3,2,3,3,3,3,3,2,2,3,3,2,1,2,2,2,2,1,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,1,-1,-1,2,2,4.0,3,1,4,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,5,,,2.0,31,College,Hispanic,Female,$40-75k,rarely/never
3359,1,1,1,1,1,1,1,1,1,2,2,2,4,1,1,2,3,1,1,1,3,4,1,1,2,2,1,4,2,3,3,3,4,1,2,1,4,3,4,2,-1,2,2,2,2,1,1,2,2,1,2,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,2,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,56,High school or less,White,Female,$40-75k,sporadic
3360,1,1,1,1,3,1,1,1,3,3,3,4,4,1,1,2,3,1,1,2,3,3,3,1,2,2,1,4,3,3,2,3,3,1,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,68,College,White,Male,$40-75k,always
3361,1,1,2,2,3,2,2,1,2,1,2,4,3,3,2,2,2,1,1,1,1,1,1,1,3,1,4,2,3,3,2,3,3,3,2,1,2,3,3,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,,2,3,2,3,2,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,,2.0,,29,High school or less,Black,Male,$40-75k,rarely/never
3362,1,1,2,1,3,1,3,2,1,1,1,1,3,1,4,3,1,2,2,1,3,3,1,1,3,1,2,2,2,2,3,2,2,3,2,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,,2,3,3,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,44,College,Black,Male,$40-75k,sporadic
3363,1,1,1,2,1,1,1,1,1,1,2,2,3,1,1,4,3,2,2,2,4,3,2,1,2,2,2,3,1,4,3,4,4,2,4,2,3,4,3,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,4,4,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,,1,2,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,47,Some college,Hispanic,Female,$40-75k,sporadic
3364,1,2,3,2,1,2,2,1,1,2,1,2,4,2,3,3,3,3,3,3,3,3,1,2,4,1,2,3,2,2,2,2,4,4,1,2,3,4,3,2,1,2,2,2,2,1,1,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,2,5.0,3,1,3,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,1.0,57,High school or less,Hispanic,Male,Less than $40k,rarely/never
3365,1,4,2,3,1,2,1,1,3,1,4,3,3,4,4,3,2,1,2,2,3,2,1,1,3,1,2,3,3,4,4,2,4,2,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,1,5,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,51,Some college,White,Female,Less than $40k,sporadic
3366,1,1,1,2,4,1,4,4,1,4,1,1,1,4,1,1,1,1,2,3,1,1,1,1,4,1,4,2,2,2,2,2,4,3,2,1,1,4,4,2,2,2,2,2,2,1,2,2,2,5,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,,2,2,2,1,1,1,1,1,2,2,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,29,College,White,Male,$75-125k,sporadic
3367,1,2,2,3,3,2,3,1,1,1,3,1,2,3,1,1,1,2,2,2,2,3,3,1,4,1,4,3,1,2,3,2,4,2,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,,2,1,3,2,2,1,2,1,2,1,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,2.0,64,High school or less,White,Female,Less than $40k,sporadic
3368,1,1,3,2,1,1,1,1,1,1,2,2,4,1,1,1,2,2,1,3,4,4,1,1,4,1,1,2,4,4,3,1,4,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,5,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,,1,3,1,1,2,1,2,1,2,1,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,37,High school or less,White,Female,$125k or more,sporadic
3369,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,3,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,4,3,1,1,2,2,2,2,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,,1,1,2,3,1,1,2,2,2,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2.0,,,39,College,Black,Female,$75-125k,rarely/never
3370,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,2,2,3,2,2,4,3,4,1,2,2,1,4,1,1,2,1,4,1,1,1,3,2,3,2,2,2,2,-1,2,2,2,2,2,1,5,1,2,1,3,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,53,College,Other/Mixed,Male,$75-125k,sporadic
3371,1,1,1,2,3,1,3,2,1,4,2,1,1,4,1,3,1,3,2,1,1,2,1,1,3,1,4,2,2,2,1,2,2,2,1,1,3,4,4,2,2,2,2,2,2,1,2,1,2,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,,2,2,2,1,2,1,1,2,2,2,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,29,Some college,Hispanic,Male,$40-75k,sporadic
3372,1,1,1,2,1,1,1,1,2,2,1,4,4,1,1,1,4,1,2,2,1,3,1,1,4,1,2,3,3,3,4,3,4,3,4,2,4,3,4,2,2,1,2,2,2,1,2,2,2,2,5,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,-1,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,5,,,-1.0,66,Some college,White,Male,$75-125k,always
3373,1,1,2,2,3,1,4,1,1,1,2,1,1,2,1,2,1,3,2,3,2,3,3,1,3,1,4,4,2,3,3,3,4,4,2,1,3,4,4,2,1,2,2,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,40,Some college,Black,Female,$75-125k,always
3374,1,2,2,2,3,1,3,1,1,4,2,2,3,2,1,2,2,2,2,2,3,2,3,2,3,2,3,3,2,2,3,2,2,2,2,1,2,4,4,2,1,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,-1,1,-1,2,2,2.0,1,1,2,3,2,2,2,2,2,2,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,1.0,58,College,White,Male,$75-125k,rarely/never
3375,1,1,1,1,1,1,1,1,1,1,3,4,4,3,1,4,1,1,1,1,4,2,1,1,2,1,1,2,2,3,2,2,4,1,2,2,2,3,3,2,1,2,2,2,2,1,2,1,2,1,5,1,3,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,30,High school or less,White,Female,$75-125k,always
3376,1,1,1,4,1,1,1,1,4,1,1,4,2,1,2,1,4,1,1,2,1,2,1,1,1,1,1,4,3,4,3,2,4,2,3,2,4,2,4,2,2,2,2,2,2,2,2,2,2,1,5,1,2,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,3,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,68,High school or less,White,Male,Less than $40k,sporadic
3377,1,1,1,1,1,1,1,1,1,1,2,4,4,1,3,2,4,1,3,1,1,2,1,1,4,1,4,3,3,2,3,2,1,1,1,1,1,1,4,1,2,2,2,2,2,2,2,1,2,5,1,1,1,1,1,4,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,84,Some college,White,Female,Less than $40k,sporadic
3378,1,1,1,1,4,1,2,1,1,4,2,1,1,4,3,2,1,1,1,1,2,1,3,1,3,2,4,3,2,1,1,1,2,2,1,1,3,4,4,2,2,2,2,2,2,2,2,2,2,4,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,72,College,White,Male,$125k or more,always
3379,1,1,4,1,3,1,3,1,1,1,2,1,1,2,2,1,1,2,2,1,2,4,3,1,4,1,4,4,3,1,3,4,3,4,1,2,2,4,4,2,2,2,2,1,2,2,1,1,2,5,2,2,1,1,1,4,2,2,2,2,2,2,1,2,1,2,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,,2,3,1,2,1,1,2,1,2,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,5,,,2.0,39,Some college,Black,Female,Less than $40k,sporadic
3380,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,2,1,1,1,2,1,2,1,1,1,-1,3,2,3,2,1,2,2,1,3,4,4,4,2,2,2,2,2,2,1,2,2,2,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,5,,,2.0,71,College,White,Male,$75-125k,always
3381,1,1,3,3,1,1,1,1,2,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,3,1,1,4,1,1,1,2,1,1,2,2,2,2,2,1,1,2,4,4,1,2,3,1,2,2,2,2,1,2,2,2,1,2,1,-1,1,1,1,1,1,-1,1,-1,1,1,,1,3,2,1,1,1,1,1,2,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,64,Some college,White,Male,Less than $40k,always
3382,1,1,1,1,1,1,1,1,2,1,2,2,3,3,2,3,3,2,1,2,2,3,3,1,2,1,2,2,1,2,2,2,2,2,2,1,2,3,4,2,2,2,2,2,2,1,2,2,2,1,4,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,,1,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,80,College,White,Male,$125k or more,always
3383,1,1,3,2,2,1,1,1,1,1,2,1,1,2,4,2,1,3,2,3,1,3,2,1,3,1,4,3,2,1,4,2,2,2,2,1,2,4,4,2,2,2,2,2,2,2,2,1,2,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,,2,2,1,1,2,2,2,2,1,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,50,High school or less,Hispanic,Male,$40-75k,sporadic
3384,1,1,2,3,3,2,3,1,1,1,2,1,1,2,2,2,1,4,3,3,4,4,1,2,4,1,4,4,4,1,4,3,4,4,2,3,4,3,4,2,2,1,2,1,2,1,1,2,2,5,5,3,4,1,1,4,2,1,2,1,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,,3,1,4,2,1,1,1,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,,,2.0,27,High school or less,Hispanic,Male,$40-75k,always
3385,1,1,2,1,4,1,3,2,3,4,2,1,1,4,2,2,1,2,2,3,2,3,2,1,2,1,4,3,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,5,1,3,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,,2,3,1,1,1,1,2,1,2,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,45,College,White,Female,$75-125k,always
3386,1,2,2,3,3,1,2,2,2,1,4,2,2,1,1,1,3,3,1,1,2,2,2,2,4,1,4,4,3,1,3,2,3,2,2,3,1,4,4,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,,2,1,4,3,2,2,2,1,2,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,1.0,28,Some college,White,Male,Less than $40k,rarely/never
3387,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,2,1,1,4,4,4,1,4,1,2,4,1,4,4,4,4,1,4,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,5,1,4,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,,1,3,1,1,1,1,2,2,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,1.0,39,High school or less,Hispanic,Female,$75-125k,sporadic
3388,1,2,2,1,2,1,2,2,2,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,3,1,4,1,3,2,2,2,2,2,4,2,2,2,3,2,2,2,2,2,2,1,2,2,2,-1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,2,2,1,1,2,2,2,2,2,2,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,47,Some college,Hispanic,Female,$75-125k,always
3389,1,1,2,2,2,1,2,1,1,1,4,3,4,2,1,1,1,4,4,4,3,4,4,2,3,1,2,3,2,3,4,1,3,1,1,2,3,2,3,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,4,4,2,2,2,2,2,2,1,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,1,3,1,1,2,1,2,1,2,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,1.0,44,Some college,Hispanic,Female,Less than $40k,sporadic
3390,1,1,2,2,4,3,4,1,2,4,2,1,1,2,4,1,3,1,1,1,3,4,3,1,3,1,3,3,2,1,1,1,2,2,1,1,4,4,4,2,2,2,2,1,2,1,2,2,2,5,2,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,1,1,1,1,-1,1,-1,1,1,,2,1,4,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,50,Some college,Black,Male,Less than $40k,sporadic
3391,1,1,1,1,3,1,2,1,2,4,1,1,2,4,2,3,1,1,1,1,2,1,1,1,2,1,4,3,1,2,3,2,2,1,1,1,4,4,4,2,2,2,2,2,2,1,2,2,2,5,2,1,3,1,1,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,1,-1,-1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,69,College,White,Male,$75-125k,sporadic
3392,1,1,1,1,1,1,1,1,3,1,1,1,2,4,4,2,4,1,1,3,1,3,2,1,3,2,4,3,3,2,3,1,1,2,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,70,High school or less,White,Female,$40-75k,sporadic
3393,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,3,2,1,1,1,1,2,1,1,3,1,2,2,2,3,2,3,3,2,2,1,1,1,4,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,1,1,1,1,1,-1,1,1,,2,1,2,2,1,1,2,2,2,2,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,,1.0,,56,High school or less,Hispanic,Male,Less than $40k,sporadic
3394,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,4,3,1,2,2,2,2,1,1,3,2,1,3,1,2,3,3,4,1,3,1,3,4,4,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,66,High school or less,White,Female,$75-125k,always
3395,1,2,2,2,2,1,3,1,1,1,2,2,3,2,2,2,2,1,2,2,2,2,1,1,3,2,3,3,2,1,3,2,3,1,1,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,1,2,2,2,1,2,2,2,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,,3,1,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,1.0,51,College,White,Male,$125k or more,sporadic
3396,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,1,1,1,1,1,1,1,-1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,-1,3,1,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,41,High school or less,Hispanic,Female,$40-75k,sporadic
